MARK	EID	Epigenome_name	FRAGLEN
H3K4me1		E027										Breast_Myoepithelial_Cells						   140
H3K4me1		E028										Breast_vHMEC								   140
H3K4me1		E029										CD14_Primary_Cells							   200
H3K4me1		E030										CD15_Primary_Cells							   205
H3K4me1		E031										CD19_Primary_Cells_Cord_BI						   290
H3K4me1		E032										CD19_Primary_Cells_Peripheral_UW					   180
H3K4me1		E033										CD3_Primary_Cells_Cord_BI						   130
H3K4me1		E034										CD3_Primary_Cells_Peripheral_UW						   180
H3K4me1		E035										CD34_Primary_Cells							   175
H3K4me1		E036										CD34_Cultured_Cells							   145
H3K4me1		E037										CD4_Memory_Primary_Cells						   245
H3K4me1		E038										CD4_Naive_Primary_Cells							   235
H3K4me1		E039										CD4+_CD25-_CD45RA+_Naive_Primary_Cells					   220
H3K4me1		E040										CD4+_CD25-_CD45RO+_Memory_Primary_Cells					   245
H3K4me1		E041										CD4+_CD25-_IL17-_PMA-Ionomycin_stimulated_MACS_purified_Th_Primary_Cells   255
H3K4me1		E042										CD4+_CD25-_IL17+_PMA-Ionomcyin_stimulated_Th17_Primary_Cells		   200
H3K4me1		E043										CD4+_CD25-_Th_Primary_Cells						   225
H3K4me1		E044										CD4+_CD25+_CD127-_Treg_Primary_Cells					   205
H3K4me1		E045										CD4+_CD25int_CD127+_Tmem_Primary_Cells					   210
H3K4me1		E046										CD56_Primary_Cells							   195
H3K4me1		E047										CD8_Naive_Primary_Cells							   310
H3K4me1		E048										CD8_Memory_Primary_Cells						   220
H3K4me1		E049										Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells 200
H3K4me1		E050										Mobilized_CD34_Primary_Cells_Female					   205
H3K4me1		E051										Mobilized_CD34_Primary_Cells_Male					   140
H3K4me1		E052										Muscle_Satellite_Cultured_Cells						   180
H3K4me1		E053										Neurosphere_Cultured_Cells_Cortex_Derived				   195
H3K4me1		E054										Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived			   170
H3K4me1		E055										Penis_Foreskin_Fibroblast_Primary_Cells_skin01				   175
H3K4me1		E056										Penis_Foreskin_Fibroblast_Primary_Cells_skin02				   185
H3K4me1		E057										Penis_Foreskin_Keratinocyte_Primary_Cells_skin02			   160
H3K4me1		E058										Penis_Foreskin_Keratinocyte_Primary_Cells_skin03			   175
H3K4me1		E059										Penis_Foreskin_Melanocyte_Primary_Cells_skin01				   160
H3K4me1		E061										Penis_Foreskin_Melanocyte_Primary_Cells_skin03				   185
H3K4me1		E062										Peripheral_Blood_Mononuclear_Primary_Cells				   145
H3K4me1		E063										Adipose_Nuclei								   200
H3K4me1		E065										Aorta									   125
H3K4me1		E066										Adult_Liver								   170
H3K4me1		E067										Brain_Angular_Gyrus							   190
H3K4me1		E068										Brain_Anterior_Caudate							   185
H3K4me1		E069										Brain_Cingulate_Gyrus							   175
H3K4me1		E070										Brain_Germinal_Matrix							   170
H3K4me1		E071										Brain_Hippocampus_Middle						   265
H3K4me1		E072										Brain_Inferior_Temporal_Lobe						   160
H3K4me1		E073										Brain_Mid_Frontal_Lobe							   180
H3K4me1		E074										Brain_Substantia_Nigra							   170
H3K4me1		E075										Colonic_Mucosa								   170
H3K4me1		E076										Colon_Smooth_Muscle							   255
H3K4me1		E077										Duodenum_Mucosa								   195
H3K4me1		E078										Duodenum_Smooth_Muscle							   230
H3K4me1		E079										Esophagus								   135
H3K4me1		E080										Fetal_Adrenal_Gland							   160
H3K4me1		E081										Fetal_Brain_Male							   280
H3K4me1		E082										Fetal_Brain_Female							   200
H3K4me1		E083										Fetal_Heart								   255
H3K4me1		E084										Fetal_Intestine_Large							   170
H3K4me1		E085										Fetal_Intestine_Small							   150
H3K4me1		E086										Fetal_Kidney								   175
H3K4me1		E087										Pancreatic_Islets							   255
H3K4me1		E088										Fetal_Lung								   180
H3K4me1		E089										Fetal_Muscle_Trunk							   210
H3K4me1		E090										Fetal_Muscle_Leg							   160
H3K4me1		E091										Fetal_Placenta								   180
H3K4me1		E092										Fetal_Stomach								   160
H3K4me1		E093										Fetal_Thymus								   160
H3K4me1		E094										Gastric									   140
H3K4me1		E095										Left_Ventricle								   150
H3K4me1		E096										Lung									   140
H3K4me1		E097										Ovary									   105
H3K4me1		E098										Pancreas								   145
H3K4me1		E099										Placenta_Amnion								   225
H3K4me1		E100										Psoas_Muscle								   150
H3K4me1		E101										Rectal_Mucosa.Donor_29							   165
H3K4me1		E102										Rectal_Mucosa.Donor_31							   155
H3K4me1		E103										Rectal_Smooth_Muscle							   165
H3K4me1		E104										Right_Atrium								   130
H3K4me1		E105										Right_Ventricle								   145
H3K4me1		E106										Sigmoid_Colon								   150
H3K4me1		E107										Skeletal_Muscle_Male							   160
H3K4me1		E108										Skeletal_Muscle_Female							   195
H3K4me1		E109										Small_Intestine								   165
H3K4me1		E110										Stomach_Mucosa								   240
H3K4me1		E111										Stomach_Smooth_Muscle							   170
H3K4me1		E112										Thymus									   165
H3K4me1		E113										Spleen									   135
H3K4me1		E114										A549_EtOH_0.02pct_Lung_Carcinoma					   210
H3K4me1		E115										Dnd41_TCell_Leukemia							   155
H3K4me1		E116										GM12878_Lymphoblastoid							   205
H3K4me1		E117										HeLa-S3_Cervical_Carcinoma						   210
H3K4me1		E118										HepG2_Hepatocellular_Carcinoma						   225
H3K4me1		E119										HMEC_Mammary_Epithelial							   190
H3K4me1		E120										HSMM_Skeletal_Muscle_Myoblasts						   170
H3K4me1		E121										HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM			   190
H3K4me1		E122										HUVEC_Umbilical_Vein_Endothelial_Cells					   195
H3K4me1		E123										K562_Leukemia								   175
H3K4me1		E124										Monocytes-CD14+_RO01746							   285
H3K4me1		E125										NH-A_Astrocytes								   180
H3K4me1		E126										NHDF-Ad_Adult_Dermal_Fibroblasts					   150
H3K4me1		E127										NHEK-Epidermal_Keratinocytes						   185
H3K4me1		E128										NHLF_Lung_Fibroblasts							   145
H3K4me1		E129										Osteoblasts								   190
H3K4me2		E003										H1_Cell_Line								   115
H3K4me2		E004										H1_BMP4_Derived_Mesendoderm_Cultured_Cells				   125
H3K4me2		E005										H1_BMP4_Derived_Trophoblast_Cultured_Cells				   130
H3K4me2		E006										H1_Derived_Mesenchymal_Stem_Cells					   110
H3K4me2		E007										H1_Derived_Neuronal_Progenitor_Cultured_Cells				   135
H3K4me2		E008										H9_Cell_Line								   110
H3K4me2		E017										IMR90_Cell_Line								   130
H3K4me2		E052										Muscle_Satellite_Cultured_Cells						   175
H3K4me2		E114										A549_EtOH_0.02pct_Lung_Carcinoma					   210
H3K4me2		E115										Dnd41_TCell_Leukemia							   150
H3K4me2		E116										GM12878_Lymphoblastoid							   185
H3K4me2		E117										HeLa-S3_Cervical_Carcinoma						   195
H3K4me2		E118										HepG2_Hepatocellular_Carcinoma						   170
H3K4me2		E119										HMEC_Mammary_Epithelial							   155
H3K4me2		E120										HSMM_Skeletal_Muscle_Myoblasts						   160
H3K4me2		E121										HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM			   195
H3K4me2		E122										HUVEC_Umbilical_Vein_Endothelial_Cells					   190
H3K4me2		E123										K562_Leukemia								   165
H3K4me2		E124										Monocytes-CD14+_RO01746							   225
H3K4me2		E125										NH-A_Astrocytes								   205
H3K4me2		E126										NHDF-Ad_Adult_Dermal_Fibroblasts					   150
H3K4me2		E127										NHEK-Epidermal_Keratinocytes						   180
H3K4me2		E128										NHLF_Lung_Fibroblasts							   165
H3K4me2		E129										Osteoblasts								   190
H3K4me3		E001										ES-I3_Cell_Line								   180
H3K4me3		E002										ES-WA7_Cell_Line							   170
H3K4me3		E003										H1_Cell_Line								   135
H3K4me3		E004										H1_BMP4_Derived_Mesendoderm_Cultured_Cells				   125
H3K4me3		E005										H1_BMP4_Derived_Trophoblast_Cultured_Cells				   140
H3K4me3		E006										H1_Derived_Mesenchymal_Stem_Cells					   110
H3K4me3		E007										H1_Derived_Neuronal_Progenitor_Cultured_Cells				   130
H3K4me3		E008										H9_Cell_Line								   130
H3K4me3		E009										H9_Derived_Neuronal_Progenitor_Cultured_Cells				   125
H3K4me3		E010										H9_Derived_Neuron_Cultured_Cells					   140
H3K4me3		E011										hESC_Derived_CD184+_Endoderm_Cultured_Cells				   240
H3K4me3		E012										hESC_Derived_CD56+_Ectoderm_Cultured_Cells				   195
H3K4me3		E013										hESC_Derived_CD56+_Mesoderm_Cultured_Cells				   235
H3K4me3		E014										HUES48_Cell_Line							   185
H3K4me3		E015										HUES6_Cell_Line								   175
H3K4me3		E016										HUES64_Cell_Line							   185
H3K4me3		E017										IMR90_Cell_Line								   140
H3K4me3		E018										iPS-15b_Cell_Line							   170
H3K4me3		E019										iPS-18_Cell_Line							   215
H3K4me3		E020										iPS-20b_Cell_Line							   195
H3K4me3		E021										iPS_DF_6.9_Cell_Line							   135
H3K4me3		E022										iPS_DF_19.11_Cell_Line							   120
H3K4me3		E023										Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells			   190
H3K4me3		E024										4star									   160
H3K4me3		E025										Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells			   200
H3K4me3		E026										Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells		   175
H3K4me3		E027										Breast_Myoepithelial_Cells						   165
H3K4me3		E028										Breast_vHMEC								   170
H3K4me3		E029										CD14_Primary_Cells							   200
H3K4me3		E030										CD15_Primary_Cells							   210
H3K4me3		E031										CD19_Primary_Cells_Cord_BI						   155
H3K4me3		E032										CD19_Primary_Cells_Peripheral_UW					   205
H3K4me3		E033										CD3_Primary_Cells_Cord_BI						   175
H3K4me3		E034										CD3_Primary_Cells_Peripheral_UW						   195
H3K4me3		E035										CD34_Primary_Cells							   175
H3K4me3		E036										CD34_Cultured_Cells							   160
H3K4me3		E037										CD4_Memory_Primary_Cells						   225
H3K4me3		E038										CD4_Naive_Primary_Cells							   225
H3K4me3		E039										CD4+_CD25-_CD45RA+_Naive_Primary_Cells					   220
H3K4me3		E040										CD4+_CD25-_CD45RO+_Memory_Primary_Cells					   210
H3K4me3		E041										CD4+_CD25-_IL17-_PMA-Ionomycin_stimulated_MACS_purified_Th_Primary_Cells   240
H3K4me3		E042										CD4+_CD25-_IL17+_PMA-Ionomcyin_stimulated_Th17_Primary_Cells		   205
H3K4me3		E043										CD4+_CD25-_Th_Primary_Cells						   240
H3K4me3		E044										CD4+_CD25+_CD127-_Treg_Primary_Cells					   230
H3K4me3		E045										CD4+_CD25int_CD127+_Tmem_Primary_Cells					   220
H3K4me3		E046										CD56_Primary_Cells							   195
H3K4me3		E047										CD8_Naive_Primary_Cells							   210
H3K4me3		E048										CD8_Memory_Primary_Cells						   225
H3K4me3		E049										Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells 185
H3K4me3		E050										Mobilized_CD34_Primary_Cells_Female					   175
H3K4me3		E051										Mobilized_CD34_Primary_Cells_Male					   130
H3K4me3		E052										Muscle_Satellite_Cultured_Cells						   170
H3K4me3		E053										Neurosphere_Cultured_Cells_Cortex_Derived				   190
H3K4me3		E054										Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived			   160
H3K4me3		E055										Penis_Foreskin_Fibroblast_Primary_Cells_skin01				   160
H3K4me3		E056										Penis_Foreskin_Fibroblast_Primary_Cells_skin02				   160
H3K4me3		E057										Penis_Foreskin_Keratinocyte_Primary_Cells_skin02			   170
H3K4me3		E058										Penis_Foreskin_Keratinocyte_Primary_Cells_skin03			   235
H3K4me3		E059										Penis_Foreskin_Melanocyte_Primary_Cells_skin01				   180
H3K4me3		E061										Penis_Foreskin_Melanocyte_Primary_Cells_skin03				   175
H3K4me3		E062										Peripheral_Blood_Mononuclear_Primary_Cells				   210
H3K4me3		E063										Adipose_Nuclei								   180
H3K4me3		E065										Aorta									   180
H3K4me3		E066										Adult_Liver								   170
H3K4me3		E067										Brain_Angular_Gyrus							   195
H3K4me3		E068										Brain_Anterior_Caudate							   185
H3K4me3		E069										Brain_Cingulate_Gyrus							   180
H3K4me3		E070										Brain_Germinal_Matrix							   175
H3K4me3		E071										Brain_Hippocampus_Middle						   245
H3K4me3		E072										Brain_Inferior_Temporal_Lobe						   185
H3K4me3		E073										Brain_Mid_Frontal_Lobe							   185
H3K4me3		E074										Brain_Substantia_Nigra							   175
H3K4me3		E075										Colonic_Mucosa								   155
H3K4me3		E076										Colon_Smooth_Muscle							   220
H3K4me3		E077										Duodenum_Mucosa								   160
H3K4me3		E078										Duodenum_Smooth_Muscle							   260
H3K4me3		E079										Esophagus								   150
H3K4me3		E080										Fetal_Adrenal_Gland							   185
H3K4me3		E081										Fetal_Brain_Male							   95
H3K4me3		E082										Fetal_Brain_Female							   190
H3K4me3		E083										Fetal_Heart								   220
H3K4me3		E084										Fetal_Intestine_Large							   180
H3K4me3		E085										Fetal_Intestine_Small							   175
H3K4me3		E086										Fetal_Kidney								   160
H3K4me3		E087										Pancreatic_Islets							   170
H3K4me3		E088										Fetal_Lung								   135
H3K4me3		E089										Fetal_Muscle_Trunk							   195
H3K4me3		E090										Fetal_Muscle_Leg							   170
H3K4me3		E091										Fetal_Placenta								   200
H3K4me3		E092										Fetal_Stomach								   170
H3K4me3		E093										Fetal_Thymus								   180
H3K4me3		E094										Gastric									   150
H3K4me3		E095										Left_Ventricle								   155
H3K4me3		E096										Lung									   130
H3K4me3		E097										Ovary									   180
H3K4me3		E098										Pancreas								   150
H3K4me3		E099										Placenta_Amnion								   215
H3K4me3		E100										Psoas_Muscle								   180
H3K4me3		E101										Rectal_Mucosa.Donor_29							   160
H3K4me3		E102										Rectal_Mucosa.Donor_31							   160
H3K4me3		E103										Rectal_Smooth_Muscle							   155
H3K4me3		E104										Right_Atrium								   190
H3K4me3		E105										Right_Ventricle								   190
H3K4me3		E106										Sigmoid_Colon								   160
H3K4me3		E107										Skeletal_Muscle_Male							   160
H3K4me3		E108										Skeletal_Muscle_Female							   175
H3K4me3		E109										Small_Intestine								   155
H3K4me3		E110										Stomach_Mucosa								   260
H3K4me3		E111										Stomach_Smooth_Muscle							   175
H3K4me3		E112										Thymus									   190
H3K4me3		E113										Spleen									   145
H3K4me3		E114										A549_EtOH_0.02pct_Lung_Carcinoma					   225
H3K4me3		E115										Dnd41_TCell_Leukemia							   155
H3K4me3		E116										GM12878_Lymphoblastoid							   175
H3K4me3		E117										HeLa-S3_Cervical_Carcinoma						   210
H3K4me3		E118										HepG2_Hepatocellular_Carcinoma						   180
H3K4me3		E119										HMEC_Mammary_Epithelial							   145
H3K4me3		E120										HSMM_Skeletal_Muscle_Myoblasts						   170
H3K4me3		E121										HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM			   190
H3K4me3		E122										HUVEC_Umbilical_Vein_Endothelial_Cells					   195
H3K4me3		E123										K562_Leukemia								   170
H3K4me3		E124										Monocytes-CD14+_RO01746							   240
H3K4me3		E125										NH-A_Astrocytes								   180
H3K4me3		E126										NHDF-Ad_Adult_Dermal_Fibroblasts					   145
H3K4me3		E127										NHEK-Epidermal_Keratinocytes						   165
H3K4me3		E128										NHLF_Lung_Fibroblasts							   165
H3K4me3		E129										Osteoblasts								   195
H3K79me2	E003										H1_Cell_Line								   90
H3K79me2	E004										H1_BMP4_Derived_Mesendoderm_Cultured_Cells				   125
H3K79me2	E005										H1_BMP4_Derived_Trophoblast_Cultured_Cells				   135
H3K79me2	E008										H9_Cell_Line								   120
H3K79me2	E017										IMR90_Cell_Line								   105
H3K79me2	E114										A549_EtOH_0.02pct_Lung_Carcinoma					   180
H3K79me2	E115										Dnd41_TCell_Leukemia							   110
H3K79me2	E116										GM12878_Lymphoblastoid							   110
H3K79me2	E117										HeLa-S3_Cervical_Carcinoma						   150
H3K79me2	E118										HepG2_Hepatocellular_Carcinoma						   110
H3K79me2	E119										HMEC_Mammary_Epithelial							   145
H3K79me2	E120										HSMM_Skeletal_Muscle_Myoblasts						   125
H3K79me2	E121										HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM			   110
H3K79me2	E122										HUVEC_Umbilical_Vein_Endothelial_Cells					   125
H3K79me2	E123										K562_Leukemia								   135
H3K79me2	E124										Monocytes-CD14+_RO01746							   100
H3K79me2	E125										NH-A_Astrocytes								   130
H3K79me2	E126										NHDF-Ad_Adult_Dermal_Fibroblasts					   130
H3K79me2	E127										NHEK-Epidermal_Keratinocytes						   125
H3K79me2	E128										NHLF_Lung_Fibroblasts							   125
H3K79me2	E129										Osteoblasts								   145
H3K9ac		E001										ES-I3_Cell_Line								   190
H3K9ac		E002										ES-WA7_Cell_Line							   190
H3K9ac		E003										H1_Cell_Line								   135
H3K9ac		E004										H1_BMP4_Derived_Mesendoderm_Cultured_Cells				   140
H3K9ac		E005										H1_BMP4_Derived_Trophoblast_Cultured_Cells				   120
H3K9ac		E006										H1_Derived_Mesenchymal_Stem_Cells					   105
H3K9ac		E007										H1_Derived_Neuronal_Progenitor_Cultured_Cells				   115
H3K9ac		E008										H9_Cell_Line								   115
H3K9ac		E011										hESC_Derived_CD184+_Endoderm_Cultured_Cells				   220
H3K9ac		E014										HUES48_Cell_Line							   180
H3K9ac		E015										HUES6_Cell_Line								   165
H3K9ac		E016										HUES64_Cell_Line							   190
H3K9ac		E017										IMR90_Cell_Line								   130
H3K9ac		E018										iPS-15b_Cell_Line							   170
H3K9ac		E019										iPS-18_Cell_Line							   220
H3K9ac		E020										iPS-20b_Cell_Line							   210
H3K9ac		E023										Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells			   220
H3K9ac		E025										Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells			   210
H3K9ac		E026										Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells		   200
H3K9ac		E027										Breast_Myoepithelial_Cells						   115
H3K9ac		E038										CD4_Naive_Primary_Cells							   270
H3K9ac		E047										CD8_Naive_Primary_Cells							   130
H3K9ac		E049										Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells 200
H3K9ac		E052										Muscle_Satellite_Cultured_Cells						   200
H3K9ac		E062										Peripheral_Blood_Mononuclear_Primary_Cells				   165
H3K9ac		E063										Adipose_Nuclei								   210
H3K9ac		E066										Adult_Liver								   190
H3K9ac		E067										Brain_Angular_Gyrus							   170
H3K9ac		E068										Brain_Anterior_Caudate							   160
H3K9ac		E069										Brain_Cingulate_Gyrus							   160
H3K9ac		E072										Brain_Inferior_Temporal_Lobe						   160
H3K9ac		E073										Brain_Mid_Frontal_Lobe							   170
H3K9ac		E074										Brain_Substantia_Nigra							   155
H3K9ac		E075										Colonic_Mucosa								   165
H3K9ac		E076										Colon_Smooth_Muscle							   260
H3K9ac		E077										Duodenum_Mucosa								   170
H3K9ac		E083										Fetal_Heart								   255
H3K9ac		E086										Fetal_Kidney								   170
H3K9ac		E087										Pancreatic_Islets							   135
H3K9ac		E088										Fetal_Lung								   170
H3K9ac		E101										Rectal_Mucosa.Donor_29							   155
H3K9ac		E102										Rectal_Mucosa.Donor_31							   195
H3K9ac		E103										Rectal_Smooth_Muscle							   135
H3K9ac		E107										Skeletal_Muscle_Male							   180
H3K9ac		E108										Skeletal_Muscle_Female							   180
H3K9ac		E110										Stomach_Mucosa								   230
H3K9ac		E111										Stomach_Smooth_Muscle							   170
H3K9ac		E114										A549_EtOH_0.02pct_Lung_Carcinoma					   225
H3K9ac		E115										Dnd41_TCell_Leukemia							   215
H3K9ac		E116										GM12878_Lymphoblastoid							   205
H3K9ac		E117										HeLa-S3_Cervical_Carcinoma						   220
H3K9ac		E118										HepG2_Hepatocellular_Carcinoma						   190
H3K9ac		E119										HMEC_Mammary_Epithelial							   170
H3K9ac		E120										HSMM_Skeletal_Muscle_Myoblasts						   165
H3K9ac		E121										HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM			   200
H3K9ac		E122										HUVEC_Umbilical_Vein_Endothelial_Cells					   200
H3K9ac		E123										K562_Leukemia								   210
H3K9ac		E124										Monocytes-CD14+_RO01746							   270
H3K9ac		E125										NH-A_Astrocytes								   225
H3K9ac		E126										NHDF-Ad_Adult_Dermal_Fibroblasts					   175
H3K9ac		E127										NHEK-Epidermal_Keratinocytes						   180
H3K9ac		E128										NHLF_Lung_Fibroblasts							   155
H3K9me3		E001										ES-I3_Cell_Line								   185
H3K9me3		E002										ES-WA7_Cell_Line							   120
H3K9me3		E003										H1_Cell_Line								   100
H3K9me3		E004										H1_BMP4_Derived_Mesendoderm_Cultured_Cells				   130
H3K9me3		E005										H1_BMP4_Derived_Trophoblast_Cultured_Cells				   115
H3K9me3		E006										H1_Derived_Mesenchymal_Stem_Cells					   130
H3K9me3		E007										H1_Derived_Neuronal_Progenitor_Cultured_Cells				   125
H3K9me3		E008										H9_Cell_Line								   120
H3K9me3		E009										H9_Derived_Neuronal_Progenitor_Cultured_Cells				   180
H3K9me3		E010										H9_Derived_Neuron_Cultured_Cells					   115
H3K9me3		E011										hESC_Derived_CD184+_Endoderm_Cultured_Cells				   265
H3K9me3		E012										hESC_Derived_CD56+_Ectoderm_Cultured_Cells				   180
H3K9me3		E013										hESC_Derived_CD56+_Mesoderm_Cultured_Cells				   220
H3K9me3		E014										HUES48_Cell_Line							   155
H3K9me3		E015										HUES6_Cell_Line								   155
H3K9me3		E016										HUES64_Cell_Line							   180
H3K9me3		E017										IMR90_Cell_Line								   130
H3K9me3		E018										iPS-15b_Cell_Line							   175
H3K9me3		E019										iPS-18_Cell_Line							   210
H3K9me3		E020										iPS-20b_Cell_Line							   180
H3K9me3		E021										iPS_DF_6.9_Cell_Line							   110
H3K9me3		E022										iPS_DF_19.11_Cell_Line							   115
H3K9me3		E023										Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells			   185
H3K9me3		E024										4star									   155
H3K9me3		E025										Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells			   185
H3K9me3		E026										Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells		   180
H3K9me3		E027										Breast_Myoepithelial_Cells						   145
H3K9me3		E028										Breast_vHMEC								   315
H3K9me3		E029										CD14_Primary_Cells							   200
H3K9me3		E030										CD15_Primary_Cells							   190
H3K9me3		E031										CD19_Primary_Cells_Cord_BI						   140
H3K9me3		E032										CD19_Primary_Cells_Peripheral_UW					   155
H3K9me3		E033										CD3_Primary_Cells_Cord_BI						   135
H3K9me3		E034										CD3_Primary_Cells_Peripheral_UW						   165
H3K9me3		E035										CD34_Primary_Cells							   130
H3K9me3		E036										CD34_Cultured_Cells							   130
H3K9me3		E037										CD4_Memory_Primary_Cells						   225
H3K9me3		E038										CD4_Naive_Primary_Cells							   215
H3K9me3		E039										CD4+_CD25-_CD45RA+_Naive_Primary_Cells					   215
H3K9me3		E040										CD4+_CD25-_CD45RO+_Memory_Primary_Cells					   220
H3K9me3		E041										CD4+_CD25-_IL17-_PMA-Ionomycin_stimulated_MACS_purified_Th_Primary_Cells   215
H3K9me3		E042										CD4+_CD25-_IL17+_PMA-Ionomcyin_stimulated_Th17_Primary_Cells		   225
H3K9me3		E043										CD4+_CD25-_Th_Primary_Cells						   240
H3K9me3		E044										CD4+_CD25+_CD127-_Treg_Primary_Cells					   215
H3K9me3		E045										CD4+_CD25int_CD127+_Tmem_Primary_Cells					   225
H3K9me3		E046										CD56_Primary_Cells							   180
H3K9me3		E047										CD8_Naive_Primary_Cells							   310
H3K9me3		E048										CD8_Memory_Primary_Cells						   235
H3K9me3		E049										Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells 180
H3K9me3		E050										Mobilized_CD34_Primary_Cells_Female					   145
H3K9me3		E051										Mobilized_CD34_Primary_Cells_Male					   135
H3K9me3		E052										Muscle_Satellite_Cultured_Cells						   175
H3K9me3		E053										Neurosphere_Cultured_Cells_Cortex_Derived				   165
H3K9me3		E054										Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived			   150
H3K9me3		E055										Penis_Foreskin_Fibroblast_Primary_Cells_skin01				   140
H3K9me3		E056										Penis_Foreskin_Fibroblast_Primary_Cells_skin02				   170
H3K9me3		E057										Penis_Foreskin_Keratinocyte_Primary_Cells_skin02			   145
H3K9me3		E058										Penis_Foreskin_Keratinocyte_Primary_Cells_skin03			   180
H3K9me3		E059										Penis_Foreskin_Melanocyte_Primary_Cells_skin01				   145
H3K9me3		E061										Penis_Foreskin_Melanocyte_Primary_Cells_skin03				   140
H3K9me3		E062										Peripheral_Blood_Mononuclear_Primary_Cells				   295
H3K9me3		E063										Adipose_Nuclei								   155
H3K9me3		E065										Aorta									   125
H3K9me3		E066										Adult_Liver								   155
H3K9me3		E067										Brain_Angular_Gyrus							   175
H3K9me3		E068										Brain_Anterior_Caudate							   155
H3K9me3		E069										Brain_Cingulate_Gyrus							   170
H3K9me3		E070										Brain_Germinal_Matrix							   115
H3K9me3		E071										Brain_Hippocampus_Middle						   235
H3K9me3		E072										Brain_Inferior_Temporal_Lobe						   195
H3K9me3		E073										Brain_Mid_Frontal_Lobe							   155
H3K9me3		E074										Brain_Substantia_Nigra							   160
H3K9me3		E075										Colonic_Mucosa								   155
H3K9me3		E076										Colon_Smooth_Muscle							   225
H3K9me3		E077										Duodenum_Mucosa								   150
H3K9me3		E078										Duodenum_Smooth_Muscle							   220
H3K9me3		E079										Esophagus								   135
H3K9me3		E080										Fetal_Adrenal_Gland							   215
H3K9me3		E081										Fetal_Brain_Male							   140
H3K9me3		E082										Fetal_Brain_Female							   135
H3K9me3		E083										Fetal_Heart								   125
H3K9me3		E084										Fetal_Intestine_Large							   180
H3K9me3		E085										Fetal_Intestine_Small							   170
H3K9me3		E086										Fetal_Kidney								   90
H3K9me3		E087										Pancreatic_Islets							   135
H3K9me3		E088										Fetal_Lung								   160
H3K9me3		E089										Fetal_Muscle_Trunk							   150
H3K9me3		E090										Fetal_Muscle_Leg							   150
H3K9me3		E091										Fetal_Placenta								   190
H3K9me3		E092										Fetal_Stomach								   180
H3K9me3		E093										Fetal_Thymus								   180
H3K9me3		E094										Gastric									   135
H3K9me3		E095										Left_Ventricle								   140
H3K9me3		E096										Lung									   125
H3K9me3		E097										Ovary									   90
H3K9me3		E098										Pancreas								   145
H3K9me3		E099										Placenta_Amnion								   195
H3K9me3		E100										Psoas_Muscle								   150
H3K9me3		E101										Rectal_Mucosa.Donor_29							   140
H3K9me3		E102										Rectal_Mucosa.Donor_31							   155
H3K9me3		E103										Rectal_Smooth_Muscle							   145
H3K9me3		E104										Right_Atrium								   140
H3K9me3		E105										Right_Ventricle								   145
H3K9me3		E106										Sigmoid_Colon								   145
H3K9me3		E107										Skeletal_Muscle_Male							   150
H3K9me3		E108										Skeletal_Muscle_Female							   140
H3K9me3		E109										Small_Intestine								   150
H3K9me3		E110										Stomach_Mucosa								   240
H3K9me3		E111										Stomach_Smooth_Muscle							   155
H3K9me3		E112										Thymus									   90
H3K9me3		E113										Spleen									   135
H3K9me3		E114										A549_EtOH_0.02pct_Lung_Carcinoma					   245
H3K9me3		E115										Dnd41_TCell_Leukemia							   150
H3K9me3		E116										GM12878_Lymphoblastoid							   160
H3K9me3		E117										HeLa-S3_Cervical_Carcinoma						   145
H3K9me3		E118										HepG2_Hepatocellular_Carcinoma						   235
H3K9me3		E119										HMEC_Mammary_Epithelial							   150
H3K9me3		E120										HSMM_Skeletal_Muscle_Myoblasts						   140
H3K9me3		E121										HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM			   145
H3K9me3		E122										HUVEC_Umbilical_Vein_Endothelial_Cells					   140
H3K9me3		E123										K562_Leukemia								   120
H3K9me3		E124										Monocytes-CD14+_RO01746							   235
