MARK	EID	Epigenome_name	FRAGLEN
H3K9me3		E125										NH-A_Astrocytes								   155
H3K9me3		E126										NHDF-Ad_Adult_Dermal_Fibroblasts					   150
H3K9me3		E127										NHEK-Epidermal_Keratinocytes						   140
H3K9me3		E128										NHLF_Lung_Fibroblasts							   125
H3K9me3		E129										Osteoblasts								   135
H4K20me1	E003										H1_Cell_Line								   90
H4K20me1	E008										H9_Cell_Line								   85
H4K20me1	E017										IMR90_Cell_Line								   100
H4K20me1	E114										A549_EtOH_0.02pct_Lung_Carcinoma					   230
H4K20me1	E115										Dnd41_TCell_Leukemia							   125
H4K20me1	E116										GM12878_Lymphoblastoid							   180
H4K20me1	E117										HeLa-S3_Cervical_Carcinoma						   155
H4K20me1	E118										HepG2_Hepatocellular_Carcinoma						   170
H4K20me1	E119										HMEC_Mammary_Epithelial							   135
H4K20me1	E120										HSMM_Skeletal_Muscle_Myoblasts						   155
H4K20me1	E121										HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM			   165
H4K20me1	E122										HUVEC_Umbilical_Vein_Endothelial_Cells					   185
H4K20me1	E123										K562_Leukemia								   205
H4K20me1	E124										Monocytes-CD14+_RO01746							   210
H4K20me1	E125										NH-A_Astrocytes								   180
H4K20me1	E126										NHDF-Ad_Adult_Dermal_Fibroblasts					   265
H4K20me1	E127										NHEK-Epidermal_Keratinocytes						   180
H4K20me1	E128										NHLF_Lung_Fibroblasts							   130
H4K20me1	E129										Osteoblasts								   165
Input		E001										ES-I3_Cell_Line								   140
Input		E002										ES-WA7_Cell_Line							   180
Input		E003										H1_Cell_Line								   95
Input		E004										H1_BMP4_Derived_Mesendoderm_Cultured_Cells				   120
Input		E005										H1_BMP4_Derived_Trophoblast_Cultured_Cells				   85
Input		E006										H1_Derived_Mesenchymal_Stem_Cells					   90
Input		E007										H1_Derived_Neuronal_Progenitor_Cultured_Cells				   120
Input		E008										H9_Cell_Line								   135
Input		E009										H9_Derived_Neuronal_Progenitor_Cultured_Cells				   120
Input		E010										H9_Derived_Neuron_Cultured_Cells					   95
Input		E011										hESC_Derived_CD184+_Endoderm_Cultured_Cells				   220
Input		E012										hESC_Derived_CD56+_Ectoderm_Cultured_Cells				   165
Input		E013										hESC_Derived_CD56+_Mesoderm_Cultured_Cells				   215
Input		E014										HUES48_Cell_Line							   150
Input		E015										HUES6_Cell_Line								   135
Input		E016										HUES64_Cell_Line							   170
Input		E017										IMR90_Cell_Line								   100
Input		E018										iPS-15b_Cell_Line							   140
Input		E019										iPS-18_Cell_Line							   130
Input		E020										iPS-20b_Cell_Line							   185
Input		E021										iPS_DF_6.9_Cell_Line							   95
Input		E022										iPS_DF_19.11_Cell_Line							   95
Input		E023										Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells			   170
Input		E024										4star									   155
Input		E025										Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells			   165
Input		E026										Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells		   145
Input		E027										Breast_Myoepithelial_Cells						   90
Input		E028										Breast_vHMEC								   110
Input		E029										CD14_Primary_Cells							   175
Input		E030										CD15_Primary_Cells							   200
Input		E031										CD19_Primary_Cells_Cord_BI						   135
Input		E032										CD19_Primary_Cells_Peripheral_UW					   115
Input		E033										CD3_Primary_Cells_Cord_BI						   135
Input		E034										CD3_Primary_Cells_Peripheral_UW						   150
Input		E035										CD34_Primary_Cells							   115
Input		E036										CD34_Cultured_Cells							   130
Input		E037										CD4_Memory_Primary_Cells						   200
Input		E038										CD4_Naive_Primary_Cells							   215
Input		E039										CD4+_CD25-_CD45RA+_Naive_Primary_Cells					   220
Input		E040										CD4+_CD25-_CD45RO+_Memory_Primary_Cells					   230
Input		E041										CD4+_CD25-_IL17-_PMA-Ionomycin_stimulated_MACS_purified_Th_Primary_Cells   220
Input		E042										CD4+_CD25-_IL17+_PMA-Ionomcyin_stimulated_Th17_Primary_Cells		   180
Input		E043										CD4+_CD25-_Th_Primary_Cells						   180
Input		E044										CD4+_CD25+_CD127-_Treg_Primary_Cells					   195
Input		E045										CD4+_CD25int_CD127+_Tmem_Primary_Cells					   155
Input		E046										CD56_Primary_Cells							   185
Input		E047										CD8_Naive_Primary_Cells							   240
Input		E048										CD8_Memory_Primary_Cells						   225
Input		E049										Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells 175
Input		E050										Mobilized_CD34_Primary_Cells_Female					   145
Input		E051										Mobilized_CD34_Primary_Cells_Male					   205
Input		E052										Muscle_Satellite_Cultured_Cells						   100
Input		E053										Neurosphere_Cultured_Cells_Cortex_Derived				   90
Input		E054										Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived			   100
Input		E055										Penis_Foreskin_Fibroblast_Primary_Cells_skin01				   185
Input		E056										Penis_Foreskin_Fibroblast_Primary_Cells_skin02				   160
Input		E057										Penis_Foreskin_Keratinocyte_Primary_Cells_skin02			   120
Input		E058										Penis_Foreskin_Keratinocyte_Primary_Cells_skin03			   155
Input		E059										Penis_Foreskin_Melanocyte_Primary_Cells_skin01				   110
Input		E061										Penis_Foreskin_Melanocyte_Primary_Cells_skin03				   135
Input		E062										Peripheral_Blood_Mononuclear_Primary_Cells				   115
Input		E063										Adipose_Nuclei								   140
Input		E065										Aorta									   130
Input		E066										Adult_Liver								   155
Input		E067										Brain_Angular_Gyrus							   220
Input		E068										Brain_Anterior_Caudate							   95
Input		E069										Brain_Cingulate_Gyrus							   170
Input		E070										Brain_Germinal_Matrix							   140
Input		E071										Brain_Hippocampus_Middle						   225
Input		E072										Brain_Inferior_Temporal_Lobe						   165
Input		E073										Brain_Mid_Frontal_Lobe							   160
Input		E074										Brain_Substantia_Nigra							   95
Input		E075										Colonic_Mucosa								   95
Input		E076										Colon_Smooth_Muscle							   230
Input		E077										Duodenum_Mucosa								   100
Input		E078										Duodenum_Smooth_Muscle							   230
Input		E079										Esophagus								   145
Input		E080										Fetal_Adrenal_Gland							   140
Input		E081										Fetal_Brain_Male							   220
Input		E082										Fetal_Brain_Female							   125
Input		E083										Fetal_Heart								   195
Input		E084										Fetal_Intestine_Large							   175
Input		E085										Fetal_Intestine_Small							   155
Input		E086										Fetal_Kidney								   195
Input		E087										Pancreatic_Islets							   160
Input		E088										Fetal_Lung								   150
Input		E089										Fetal_Muscle_Trunk							   190
Input		E090										Fetal_Muscle_Leg							   100
Input		E091										Fetal_Placenta								   140
Input		E092										Fetal_Stomach								   90
Input		E093										Fetal_Thymus								   90
Input		E094										Gastric									   135
Input		E095										Left_Ventricle								   135
Input		E096										Lung									   140
Input		E097										Ovary									   110
Input		E098										Pancreas								   125
Input		E099										Placenta_Amnion								   105
Input		E100										Psoas_Muscle								   105
Input		E101										Rectal_Mucosa.Donor_29							   105
Input		E102										Rectal_Mucosa.Donor_31							   90
Input		E103										Rectal_Smooth_Muscle							   90
Input		E104										Right_Atrium								   140
Input		E105										Right_Ventricle								   120
Input		E106										Sigmoid_Colon								   120
Input		E107										Skeletal_Muscle_Male							   95
Input		E108										Skeletal_Muscle_Female							   90
Input		E109										Small_Intestine								   120
Input		E110										Stomach_Mucosa								   220
Input		E111										Stomach_Smooth_Muscle							   100
Input		E112										Thymus									   140
Input		E113										Spleen									   150
Input		E114										A549_EtOH_0.02pct_Lung_Carcinoma					   200
Input		E115										Dnd41_TCell_Leukemia							   145
Input		E116										GM12878_Lymphoblastoid							   120
Input		E117										HeLa-S3_Cervical_Carcinoma						   145
Input		E118										HepG2_Hepatocellular_Carcinoma						   185
Input		E119										HMEC_Mammary_Epithelial							   95
Input		E120										HSMM_Skeletal_Muscle_Myoblasts						   130
Input		E121										HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM			   125
Input		E122										HUVEC_Umbilical_Vein_Endothelial_Cells					   185
Input		E123										K562_Leukemia								   140
Input		E124										Monocytes-CD14+_RO01746							   145
Input		E125										NH-A_Astrocytes								   180
Input		E126										NHDF-Ad_Adult_Dermal_Fibroblasts					   135
Input		E127										NHEK-Epidermal_Keratinocytes						   135
Input		E128										NHLF_Lung_Fibroblasts							   205
Input		E129										Osteoblasts								   105
